Word,Clue
PAVES,"Covers a lot, in a way"
MASKS,Covers up
SOOTS,Covers with chimney grime
DAUNT,Cow
LAHRS,Cowardly Lion portrayer and family
NFLER,"Cowboy or Patriot, for short"
TEAMS,Cowboys and Spurs
HOWDY,Cowboy's greeting
RIATA,Cowboy's rope
BOLOS,Cowboys' ties
CANIS,Coyote's genus
BANDB,"Cozy accommodations for a traveler, informally"
NOOKS,Cozy spots
SOLVE,Crack
CHOKE,Crack under pressure
SAFES,Cracker boxes?
CARRS,Cracker brand since 1831
NUTSY,Crackers
CUBBY,Cramped space
NILES,"Crane of ""Frasier"""
BRYAN,"Cranston of ""Breaking Bad"""
ZONKS,"Crashes, with ""out"""
JONES,"Crave, with ""for"""
CHELA,Crayfish claw
ALOON,Crazy as ___
LEMUR,Creature from Madagascar
GECKO,Creature that can lick its own eyes
EIDER,Creature to get down from
LETCH,Creepy sort
SNUCK,Crept (by)
GLEEM,Crest alternative
POSSE,Crew
SCULL,Crew implement
ROWER,Crew team member
OVALS,"Cricket fields, e.g."
OVERS,Cricket segments
CHIRR,Cricket's sound
DRATS,Cries of annoyance
YELPS,Cries of pain
HOWLS,Cries of protest
WHEES,Cries on a ride
FARGO,Crime drama set in the Midwest
PRINT,Crime scene clue
BUGSY,Crime syndicate sobriquet
LACEY,Crime-fighting mom of 1980s TV
RUSKS,Crisp breads
TATES,Crispy cookie brand
VITAL,Critical
SLAMS,Criticizes harshly
SERBO,Croatian head?
IRIDS,Crocus and gladiolus
TORME,Crooner Mel
AROSE,Cropped up
MULAN,Cross-dressing Disney heroine of 1998
YENTL,Cross-dressing role for Streisand
XSOUT,Crosses off
HOPES,Crosses one's fingers
ABEAM,"Crosswise, to a sailor"
CLUER,"Crossword creator, at times"
TRIBE,"Crow, e.g."
ROARS,Crowd noises
MALLS,Crowded places on Black Friday
QUORA,Crowdsourced Q&A site
BRAGS,Crows
LINER,Cruise ship
SIXTY,"Cruising speed, maybe"
FETAS,Crumbly cheeses
FANTA,Crush alternative
SODAS,"Crushes, e.g."
LAYER,"Crust, mantle or inner core, for the earth"
MOMMY,"Cry after an owie, maybe"
SOLED,Cry heard at a shoe auction?
BRAVA,Cry in an opera house
ITSON,Cry made while removing a jacket
HITIT,Cry made while swinging a baton
SEERS,"Crystal ball gazers, e.g."
RYNES,Cub Sandberg and others
LIBRE,Cuba ___ (cocktail)
RUMBA,Cuban dance
DICED,Cubed ... or played with cubes
QBERT,Cube-hopping character in a 1980s arcade game
STERE,Cubic meter
LEGER,Cubist Fernand
BEGIN,Cue at an audition
TEXAN,Cuisine that specializes in beef barbecue
TILTH,Cultivated land
HUTCH,Cupboard with open shelves at the top
UNITS,Cups and quarts
OBJET,Curio
RINKS,Curling locales
ONNOW,Currently airing
VITAE,Curriculum ___
BANES,Curses
DAMNS,Curses
DRAPE,Curtain
RHUMB,Curve on the surface of a sphere
SHEAR,Cut
REMOW,"Cut again, as grass"
SEVER,Cut off
SHORN,Cut off
RESAW,"Cut over, in a way"
TERSE,Cut short
MOWED,Cut the lawn
HEWED,Cut through
JOKED,Cut up
PARES,Cuts back
FELLS,Cuts down
SNIDE,Cutting
FELIX,Cy Young Award winner Hernandez
IVANV,Czar who co-ruled with Peter I
CAPEK,"Czech playwright who coined the word ""robot"""
NARCO,"D.E.A. agent, slangily"
ROSAS,DÃ­a de San ValentÃ­n gifts
BARQS,Dad's rival
ROALD,"Dahl who wrote ""James and the Giant Peach"""
ABNER,"Daisy Mae's man, in old comics"
FLING,Dalliance
SYRIA,Damascus's home
MATTS,Damon and Dillon
POLKA,Dance often accompanied by an accordion
ZUMBA,Dance-based fitness program
ANNAS,Dancer Pavlova and others
RAVER,"Dancer with glowsticks, often"
POGOS,Dances by jumping in place
HULAS,Dances taught by a kumu
NIFTY,Dandy
HANGS,Dangles
CRAIG,"Daniel ___, player of 007"
KEYES,"Daniel who wrote ""Flowers for Algernon"""
KRONE,Danish coin
KAYES,Danny and Stubby
NUOVA,"Dante's ""La Vita ___"" (""The New Life"")"
NUITS,Dark times abroad
BEDIM,Darken
FIXER,Darkroom chemical solution
SYRAH,Dark-skinned grape used in winemaking
CHOWS,Dark-tongued Chinese dogs
WENDY,Darling of literature
OFMAN,"Darwin's ""The Descent ___"""
FRIST,Daschle's successor as Senate majority leader
BYTES,Data base?
MOVIE,Date night staple
TRYST,Date you might not put on the calendar
APPTS,Datebook listings: Abbr.
TAMAR,"Daughter of David, in the Bible"
BRENT,"David ___, boss on the British version of ""The Office"""
BYRNE,David of the Talking Heads
GEENA,"Davis of ""Thelma & Louise"""
DALLY,Dawdle
JEUDI,Day after mercredi
LUNDI,Day before mardi
OMAHA,D-Day beach name
FACTO,De ___ (actual)
NECRO,Dead: Prefix
MCJOB,Dead-end position
MAMBA,Deadly African snake
SARIN,Deadly nerve gas
COPED,Dealt (with)
ROUES,Debauched sorts
KERRS,"Deborah, Graham and Jean"
ROUST,Debunk?
LAMER,"Debussy work whose title is French for ""The Sea"""
CLAIR,"Debussy's ""___ de Lune"""
TEENS,Decade after the aughts
RAFER,Decathlete Johnson
GUILE,Deception
JIVER,Deceptive talker
ADORN,Deck out
SAYNO,Decline
NOSIR,Decline in military activity?
WANES,Declines
REDID,Decorated anew
FLOAT,Decorated parade vehicle
OWNER,Deed holder
PRIMO,De-e-eluxe
COMAS,Deep sleeps
SIXED,Deep-___ (threw away)
SPANK,Defeat soundly
SLAIN,"Defeated, in a way"
SHIVA,Deity in a Hindu trinity
MOPEY,Dejected
TASTY,Delectable
XOUTS,Deletions
BIALY,Deli roll
REVEL,Delight (in)
YUMMY,Delish
TWINS,Delivery that's usually expected
DEETS,Demand during a gossip sesh
BOSSY,Demanding
RASED,"Demolished, in Essex"
SHOWN,Demonstrated
FIRPO,Dempsey's 1923 opponent
VIXEN,Den mother
SLAGS,"Denigrates, in British slang"
ONLAY,Dental crown alternative
BRUSH,Dentist's directive
ARRID,Deodorant brand
YONNE,Department of central France
SKEWS,Depicts misleadingly
USEUP,Deplete
PUTIN,Deposit
SILTS,Deposits in some banks
UNARM,Deprive of heat?
AIDES,Deputies
JULEP,Derby cocktail
INFER,Derive by logic
CYSTS,Dermatological sacs
TINEA,Dermatologist's case
ZOOEY,"Deschanel of ""New Girl"""
WADIS,Desert gullies
NAMIB,Desert in southern Africa
ARNAZ,"Desi of ""I Love Lucy"""
LANES,Designated things for bikes and buses
BLASS,Designer Bill
SOBAD,"Desperately, informally"
OILED,De-squeaked
SMORE,Dessert with some assembly required
TORTE,"Dessert you might be ""liable"" to eat?"
SERAI,Destination for a Near Eastern caravan
CREAM,Destroy
WRACK,Destroy
WONKS,Detail-oriented sorts
PHILO,Detective Vance
SOAPS,"Detergents, e.g."
ABOMB,Detonation of 7/16/45
LIONS,Detroit pro team
TROIS,Deux + un
PATEL,"Dev of ""Slumdog Millionaire"""
UTERO,"Developing, after ""in"""
WOMBS,Development sites
OVENS,Devices relied upon to a high degree?
AMONG,Devil ___ the tailors (pub game)
BURNS,"Devilishly clever insults, in slang"
SPEND,Devote
FIEND,Devotee
PIOUS,Devout
RHOMB,Diamond shape
NAPPY,Diaper : U.S. :: ___ : U.K.
ANAIS,Diarist Nin
PEPYS,Diarist who documented the Great Plague of London
CUBES,"Dice, for instance"
VEEPS,"Dick and Al, recently"
BLEAK,"Dickens's ""___ House"""
EDWIN,"Dickens's ""The Mystery of ___ Drood"""
DROOD,Dickens's Edwin
THIEF,"Dickens's Fagin, e.g."
DERIV,Dict. info
SHOED,Did a blacksmith's job on
IDLED,Did diddly squat
GOTAB,Did some above-average work
OARED,Did some crew work
USHED,"Did some theater work, casually"
ERRED,Didn't do the right thing
LIFER,"Die-hard fan no matter what, in slang"
NOOIL,"Dieter's food request, maybe"
EPACT,Difference in days between the lunar and solar year
NODUS,Difficult point
CHEMO,"Difficult treatment, informally"
BEANO,Digestive aid brand
ETEXT,Digital writing
GIBES,Digs
GRUBS,Digs around
PRIES,Digs too deep
ETTES,Diminutive suffixes
BITSY,"Diminutive, informally"
STUPE,Dimwit
BOOTH,Diner option
YOYOS,Dingbats
DOILY,Dining adornment
RELIC,Dinosaur
SALSA,Dip for chips
CUTTO,Direction in a film script
OSSIA,Direction to an alternative musical passage
DIALM,Directive for murder?
CROWE,Director Cameron
CECIL,Director DeMille
CLINT,Director Eastwood
DEMME,Director Jonathan
AKIRA,Director Kurosawa
JOSEF,Director von Sternberg
ORSON,Director Welles
COENS,Directors Ethan and Joel
GRIME,Dirt
SCOWL,Dirty look
DEMOB,"Disband, to Brits"
JUNKS,Discards
DONNA,Disco singer Summer
BEFOG,Discombobulate
SCION,Discontinued Toyota line
DETER,Discourage
THEMA,Discourse topic
HITON,Discover unexpectedly
DUGUP,"Discovered, as a shady past"
PANEL,Discussion group
SULLY,Disgrace
INCOG,"Disguised, briefly"
CAMEL,Dish at a traditional Bedouin wedding
CABOB,Dish on a stick: Var.
SATAY,Dish served on a skewer
UNMAN,Dishearten
CROOK,Dishonest sort
LYSOL,Disinfectant brand
FIRED,"Dismissed from ""The Apprentice"""
GOOFY,Disney dog
BELLE,"Disney princess with ""a dreamy far-off look, and her nose stuck in a book"""
ARIEL,Disney redhead
AVISO,Dispatch boat
DIDIN,Dispatched
UNFIT,Dis-qualified?
LYSED,"Dissolved, as bacteria exposed to antibodies"
LYSES,"Dissolves, as cells"
MILER,Distance runner
LTYRS,Distance units in astron.
PURER,Distilled vis-a-vis tap
HIRAM,Distiller Walker
SHAPE,Distinctive part of a cookie cutter
EXCEL,Distinguish oneself
TERRS,Districts: Abbr.
TUNES,Ditties
SWOOP,Dive
SEPTA,Dividing membranes
GREBE,Diving bird
CANTO,"Division of Dante's ""Inferno"""
PECKS,Divisions of bushels
KARAN,DKNY's Donna
MCLII,DLXXVI doubled
AGOOD,Do ___ deed
DETOX,"Do a juice cleanse, say"
MIMIC,Do an impression of
GOMAD,Do as Henry VI did
GETAB,"Do better than average, gradewise"
REUSE,Do something else with
CARVE,Do the honors with the turkey
GETBY,Do well enough
LADER,Dockworker
FREUD,"Doctor with an eponymous ""slip"""
FIXES,Doctors
SAYAH,Doctor's order
DOSES,Doctors' orders
TESTS,"Doctor's orders, maybe"
GAGNE,Dodger All-Star pitcher Eric
OMNIS,Dodges of the 1980s
GEEKS,"Does a deep dive on a topic, with ""out"""
COOLS,"Does gentle stretching post-exercise, with ""down"""
MINES,Does groundbreaking work?
DUSTS,Does some crime scene work
SANDS,Does some shop class work
ISBAD,Does something naughty
COOKS,Does the dishes?
BENDS,"Doesn't follow to the letter, as rules"
ISSET,Doesn't need a thing
LURKS,"Doesn't show oneself, say"
STAYS,"Doesn't take any cards, say"
LOSES,Doesn't win
HOUND,Dog ... or a type of dog
LEASH,Dog collar attachment
BITER,Dog to avoid
MANGE,Dog woe
EARED,Dog-___
METED,Doled (out)
CLODS,Dolts
PARKS,Domain of a municipal department
SUGAR,"Domino, e.g."
ARCHY,Don Marquis's six-legged poet
REDUX,Done again
HASTY,Done in a rush
ATURN,Done to ___
TARTT,"Donna ___, 2014 Pulitzer winner for ""The Goldfinch"""
PRIMA,Donna's predecessor?
DARKO,Donnie of a 2001 cult film
GIVER,Donor
ELIZA,"Doolittle of ""Pygmalion"""
LATCH,Door fastener
JAMBS,Door parts
LOCOS,Doritos ___ Tacos (fast-food offering)
IDIOT,"Dostoyevsky's Prince Myshkin, so the book title declares"
GOETH,Doth proceed
NONOS,Double negatives?
SLOGS,"Double shifts at work, e.g."
CIDER,Doughnut go-with on an orchard tour
TORIC,Doughnut-shaped
INDEX,"Dow Jones, e.g."
FRUMP,Dowdy one
SWIGS,Downs with gusto
LULLS,Downtimes
THANG,"Dr. Dre's ""Nuthin' but a 'G' ___"""
SEUSS,Dr. for kids
BADDY,Dr. No or Mr. Hyde
WRITE,Draft
SMAUG,"Dragon in ""The Hobbit"""
LEACH,"Drain, as from soil"
TOPED,Drank to excess
ABEAD,Draw ___ on
QUAIL,Draw back in fear
EDUCE,Draw out
TILLS,Drawers for money
EDUCT,Drawn-out chemical
PULLS,Draws
AUDIT,Dreaded examination
FROCK,Dress
GUSSY,Dress (up)
CHIDE,Dress down
STOLA,Dress in the Forum
RIDER,Dressage competitor
ROBED,Dressed like a Supreme Court justice
DUDED,"Dressed to the nines, with ""up"""
GARBS,Dresses
CAREY,Drew on a screen
CLOVE,Dried flower bud used as a spice
ANCHO,Dried Mexican chili
FLOES,Drift ice pieces
MARCH,Drill bit?
SARGE,"Drill conductor, informally"
LAPUP,"Drink from a bowl, maybe"
CHUGS,Drinks down heartily
MALTS,Drinks usually drunk with straws
BATIN,"Drive home, as a runner on third base"
FUELS,Drives
SHOOS,Drives off
LINKS,Driving course?
SAGGY,Drooping
PLUNK,Drop heavily
AROCK,Drop like ___
UNZIP,"Drop, like flies?"
JILTS,Drops abruptly
FADES,"Drops back, as in a horse race"
SINKS,Drops in water
NARKS,Drug agents: Var.
NARCS,Drug bust officers
MARLO,"Drug kingpin on ""The Wire"""
SALEP,Drug made from orchids
BONGO,Drum held between the knees
TABOR,Drum typically played with one hand
TABLA,Drum used in Indian music
FIFER,Drummer's accompanier
BEERY,"Drunken, in a way"
SAUNA,Dry heat bath
RIOJA,Dry Spanish wine
WRING,Dry with a twist
ALKIE,"DTs sufferer, for short"
TVVCR,Dual-purpose viewing equipment
SHIRK,Duck
VERBS,"Duck and goose, at times"
SLATY,Dull blue-gray
ROTES,Dull drills
COMTE,"Dumas's ""Le ___ de Monte-Cristo"""
MORON,Dummkopf
DOPES,Dummkopfs
HINES,Duncan ___
OREOS,Dunkable cookies
ORLON,DuPont fiber
NYLON,DuPont patent of 1938
LISLE,Durable stocking fabric
GOUDA,Dutch city or a cheese it's famous for
BREDA,Dutch city where Charles II lived in exile
STEEN,Dutch painter Jan
ROPES,Dutch requirements
LISSE,Dutch town known for tulip tourism
BALIN,"Dwarf friend of Bilbo in ""The Hobbit"""
GIMLI,"Dwarf warrior in ""The Lord of the Rings"""
DORKS,Dweebs
KOALA,Dweller in a eucalyptus forest
GAULS,Dwellers in ancient Celtica
HARPS,Dwells tiresomely (on)
EOSIN,Dye used in some ballpoint ink
FFLAT,E equivalent
EVERY,Each and ___
OTARY,Eared seal
MCDVI,Early 15th-century year
TWOPM,Early afternoon hour
LISAS,Early Apple computers
UTERI,Early development sites
JUTES,Early invaders of Britain
SISTA,Early R&B group for Missy Elliott
MOOGS,Early synthesizers
EPISC,Early Trinity College affiliation: Abbr.
MAKES,Earns
OCHRE,Earth tone
CRUSE,Earthen jar
MOLES,Earthworm trappers
MARLS,Earthy deposits
ALLAY,Ease
NAIVE,Easily fooled
FRAIL,Easily hurt
DRUBS,Easily outscores
MASAI,East African native
STASI,East German secret police
BABKA,Easter cake
BUNNY,Easter hopper
WASPS,"Eastern cicada killers, e.g."
LEYTE,"Eastern Hemisphere island visited by Magellan, 1521"
RAGAS,Eastern melodies
SUFIS,Eastern mystics
ASABC,Easy ___
ASPIE,Easy ___
TIPIN,Easy basket
LAYUP,Easy two-pointer
ASNAP,Easy-peasy
GRAZE,"Eat a little here, a little there"
ABIRD,Eat like ___
PICKY,Eating only certain things
GNAWS,Eats like a rodent
WANED,Ebbed
VAPOR,E-cigarette output
OMENS,"Eclipses and comets, perhaps"
LORAX,Eco-conscious Dr. Seuss character
ELEVE,Ecole attendee
MACRO,Econ subfield
BASRA,Economic capital of Iraq
FOGEL,Economics Nobelist Robert
ELORO,Ecuadorean coastal province known for its gold
LOPAT,Eddie of the 40's-50's Yankees
MOREL,Edible mushroom with a honeycomb cap
UKASE,Edict
FALCO,"Edie of ""The Sopranos"""
REDUB,"Edit for TV, maybe"
RECUT,"Edited, as a film"
DELES,Editing marks
UNAGI,"Eel, on a menu"
ALTHO,E'en if
DOING,Effort
OVARY,Egg shell?
HUEVO,Egg: Sp.
GOADS,Eggs on
COPTS,Egyptian Christians
THOTH,Egyptian god usually pictured with the head of an ibis
GAMAL,Egyptian president Nasser
HORUS,Egyptian sky god
HOSNI,Egypt's Mubarak
ANWAR,Egypt's Sadat
WEISS,Ehrich ___ a.k.a. Houdini
OCTAL,Eight-related
GRIMM,Either of a pair of brothers in folklore
APSIS,Either of two extremes in an orbit
NINOS,El ___ (weather phenomena)
JAIME,"Elder Lannister son on ""Game of Thrones"""
LIESL,Eldest of the von Trapp children
ENOCH,Eldest son of Cain
LASIK,Elective eye surgery
FARAD,Electrical unit
WIRER,"Electrician, at times"
TASER,Electrified weapon
FURBY,Electronic Hasbro toy
BLADE,Element of Freddy Krueger's glove
MUZAK,Elevator background
HEELS,Elevators in an office building?
LYCEE,Eleve's destination
YUCKY,"Eliciting an ""ugh,"" maybe"
TUDOR,"Elizabeth I, for one"
WENCH,Elizabethan barmaid
RUFFS,Elizabethan neck decorations
SCENE,Embarrassing public episode
VISAS,Embassy issuances
INLAY,Embedded design
PICOT,Embroidery loop
BERYL,Emerald is a variety of it
PUCCI,Emilio of fashion
ELISE,Emmy-winning journalist Finch
MARCI,Emmy-winning TV producer Klein
ANGST,Emotional turmoil
GALBA,Emperor after Nero
DIDSO,Emphatic affirmation
REALM,Empire
USEON,Employ against
LAVES,Employs soap and water
VACUA,Empty spaces
GROWL,Empty stomach sound
MEWED,Emulated a kitten
MASSE,En ___
CIRCE,Enchantress in Greek myth
FACED,Encountered
HTTPS,Encrypted URL component
ADRAW,End in ___ (not be resolved)
ANERA,End of ___
NOOSE,End of a lasso
BUREN,End of a three-word U.S. president name
ONEBC,End of an era?
TOYOU,End of many a toast
VILLE,End of many town names
AGIRL,"End of song titles starting ""About"" and ""I Kissed"""
FORIT,End of the quip
DROME,Ending with aero-
ISTIC,Ending with ego or ideal
LYSIS,Ending with electro-
STEAD,Ending with farm or home
EXAMS,End-of-semester hurdles
ESIGN,Endorse online
STOOD,Endured
DEMON,Enemy in the game Doom
MARIO,Enemy of Bowser in video games
PEPPY,Energetic
SOLAR,Energy alternative to wind
CARBS,"Energy sources, of a sort"
BLYTH,English city that's home to the Spartans football club
SHIRE,English county
DEVON,"English county that's the setting for Agatha Christie's ""And Then There Were None"""
PITTS,English P.M. William and others
HOOKE,English philosopher Robert
ANGLO,English-speaking
STELE,Engraved stone marker
WHELM,"Engulf, old-style"
EATUP,Enjoy thoroughly
DINED,Enjoyed a fine meal
LOVED,Enjoyed immensely
EDIFY,Enlighten
ARHAT,Enlightened sort
PEPUP,Enliven
TEDIO,"Ennui, to Enrique"
BARGE,"Enter abruptly and obtrusively, with ""in"""
RELOG,"Enter again, as data"
LOGIN,Enter one's user name and password
CAPTS,Enterprise leaders: Abbr.
FLECK,Entertainer Bela
DANAS,Entertainers Carvey and Delany
GUSTO,Enthusiastic enjoyment
TEMPT,Entice
LEDON,Enticed
WILED,Enticed
GAMUT,Entire range
FOYER,Entrance hall
CHAOS,Entropy
WAYIN,Entry
AURAE,"Enveloping glows, old-style"
ANSEL,Environmentalist Adams
VIPER,"Epithet for the venomous Iago in ""Othello"""
STPAT,Eponym of an N.Y.C. cathedral
ALOIS,Eponymous Dr. Alzheimer
ASFAR,Equally distant
ASBIG,Equally large
ASBAD,Equally poor
POISE,Equanimity
CACAO,Equatorial plantation crop
EPEES,Equipment for pentathletes
VANED,"Equipped with sails, as a windmill"
PUTUP,Erect
LONER,"Eremite, e.g."
AFORE,Erenow
CARLE,"Eric who wrote ""The Very Hungry Caterpillar"""
AGLEY,"Errant, to Burns"
BRING,Escort
GIFTS,"ESP and photographic memory, for two"
PITHS,Essential parts
FOUND,Establish
ROLLE,"Esther of TV's ""Good Times"""
ABBRS,"Etc. and ibid., e.g."
LIVRE,Ete reading
ZEENA,Ethan Frome's wife
HAWKE,"Ethan of ""First Reformed"""
NEVIN,"Ethelbert who composed ""Mighty Lak' a Rose"""
MORAL,Ethical
SERBS,Ethnic minority in North Macedonia
PATEN,Eucharist holder
GIDDY,Euphoric
AHIGH,"Euphoric, after ""on"""
BANCO,Euro dispenser
MERLS,European blackbirds
PRAHA,"European capital, to natives"
BREAM,European carp
MALTA,European country with a cross on its flag
PRADO,"European museum whose name means ""meadow"""
NIMES,"European textile city that gave us the word ""denim"""
VOLGA,Europe's longest river
DODGY,Evasive
SIETE,Evening hour in Spain
FAIRS,Events with booths
AWEEK,Every seven days
MORNS,Eves' counterpart
GHOUL,Evil spirit
WREAK,Exact
YARNS,Exaggerated stories
MCATS,Exams for some bio majors
LSATS,"Exams offered four times a year, for short"
EDATE,Excel function that uses a calendar
SOPPY,Excessively sentimental
GAUDY,Excessively showy
STAGY,Excessively theatrical
TRADE,Exchange
QANDA,"Exchange after a lecture, informally"
ADWAR,Exchange of negative commercials
AMPUP,Excite
PIQUE,"Excite, as curiosity"
TURNT,"Excited, in modern slang"
KEYED,"Excited, with ""up"""
CRIES,Exclaims
TAEBO,Exercise program since the 1990s
OMNES,Exeunt ___ (stage direction)
URGED,Exhorted
BEING,Existence
TEBOW,Ex-N.F.L. QB Tim
MOSES,Exodus leader
WIDEN,Expand
GUIDE,Expedition hiree
